"","data_product","data_table","data_column","variable","data_type","questions"
"299","ISCNTemplate","layer","bd_whole","bulk_density","value_number","NA"
"300","ISCNTemplate","layer","bd_other","bulk_density","value_number","NA"
"301","ISCNTemplate","layer","ph_method","ph","method","NA"
"302","ISCNTemplate","layer","ph_cacl","ph","value_number","NA"
"303","ISCNTemplate","layer","ph_h2o","ph","value_number","NA"
"304","ISCNTemplate","layer","ph_other","ph","value_number","NA"
"305","ISCNTemplate","layer","caco3","caco3","value_number","NA"
"306","ISCNTemplate","layer","sand_tot_psa","sand","value_number","NA"
"307","ISCNTemplate","layer","silt_tot_psa","silt","value_number","NA"
"308","ISCNTemplate","layer","clay_tot_psa","clay","value_number","NA"
"309","ISCNTemplate","layer","wpg2_method","coarse_fraction","method","NA"
"310","ISCNTemplate","layer","wpg2","coarse_fraction","value","NA"
"311","ISCNTemplate","layer","cat_exch","cation_exchange_capacity","value_number","NA"
"312","ISCNTemplate","layer","gwc","gravimetric_water_content","value_number","NA"
"313","ISCNTemplate","layer","vwc","volumetric_water_content","value_number","NA"
"314","ISCNTemplate","layer","soc","soil_organic_carbon","value_number","NA"
"315","ISCNTemplate","layer","soc_type","soil_type","value_factor","NA"
"316","ISCNTemplate","layer","soc_sigma","soil_organic_carbon","sigma","NA"
"317","ISCNTemplate","layer","soc_method","soil_organic_carbon","method","NA"
"318","ISCNTemplate","layer","c_tot","total_carbon","value_number","NA"
"319","ISCNTemplate","layer","c_method","total_carbon","method","NA"
"320","ISCNTemplate","layer","oc","carbon_organic","value_number","NA"
"321","ISCNTemplate","layer","c_method","carbon_organic","method","NA"
"322","ISCNTemplate","layer","n_tot","nitrogen_total","value_number","NA"
"323","ISCNTemplate","layer","c_to_n","carbon_to_nitrogen","value_number","NA"
"324","ISCNTemplate","layer","loi","loss_on_ignition","value_number","NA"
"325","ISCNTemplate","layer","root_quant_size","root_quant_size","value_string","???type"
"326","ISCNTemplate","layer","root_weight","root_weight","value_number","NA"
"327","ISCNTemplate","layer","15n","15n","value_number","NA"
"328","ISCNTemplate","layer","13c","13c","value_number","NA"
"329","ISCNTemplate","layer","rc_lab","radiocarbon_lab","value_string","NA"
"330","ISCNTemplate","layer","rc_lab_number","radiocarbon_lab_number","value_number","NA"
"331","ISCNTemplate","layer","rc_year","radiocarbon_lab_year","value_number","NA"
"332","ISCNTemplate","layer","14c","14c","value_number","NA"
"333","ISCNTemplate","layer","14c_sigma","14c","sigma","NA"
"334","ISCNTemplate","layer","14c_age","age","value_number","NA"
"335","ISCNTemplate","layer","14c_age_sigma","age","sigma","NA"
"336","ISCNTemplate","layer","fraction_modern","fraction_modern","value_string","type??"
"337","ISCNTemplate","layer","fraction_modern_sigma","fraction_modern","sigma","NA"
"338","ISCNTemplate","layer","textureClass","soil_texture_class","value_factor","NA"
"339","ISCNTemplate","fraction","site_name","site","id","NA"
"340","ISCNTemplate","fraction","cluster_name","cluster_name","id","NA"
"341","ISCNTemplate","fraction","profile_name","profile_name","id","NA"
"342","ISCNTemplate","fraction","layer_name","layer_name","id","NA"
"343","ISCNTemplate","fraction","fraction_name","fraction_name","id","NA"
"344","ISCNTemplate","fraction","fraction_number","fraction_number","value_string","NA"
"345","ISCNTemplate","fraction","labeled_addition","labeled_addition","value_string","NA"
"346","ISCNTemplate","fraction","fraction_scheme","fraction_scheme","value_string","NA"
"347","ISCNTemplate","fraction","fraction_property","fraction_property","value_string","NA"
"348","ISCNTemplate","fraction","fraction_scheme_units","fraction_scheme","unit","NA"
"349","ISCNTemplate","fraction","fraction_type","fraction_type","value_string","NA"
"350","ISCNTemplate","fraction","fraction_agent","fraction_agent","value_string","NA"
"351","ISCNTemplate","fraction","fraction_note","fraction_note","value_string","NA"
"352","ISCNTemplate","fraction","fraction_c_perc","fraction_carbon_percent","value_number","NA"
"353","ISCNTemplate","fraction","fraction_mass_perc","fraction_mass_percent","value_number","NA"
"354","ISCNTemplate","fraction","oc","carbon_organic","value_number","NA"
"355","ISCNTemplate","fraction","c_method","carbon_organic","method","NA"
"356","ISCNTemplate","fraction","c_tot","total_carbon","value_number","NA"
"357","ISCNTemplate","fraction","c_method","total_carbon","method","NA"
"358","ISCNTemplate","fraction","n_tot","nitrogen_total","value_number","NA"
"359","ISCNTemplate","fraction","c_to_n","carbon_to_nitrogen","value_number","NA"
"360","ISCNTemplate","fraction","loi","loss_on_ignition","value_number","NA"
"361","ISCNTemplate","fraction","15n","15n","value_number","NA"
"362","ISCNTemplate","fraction","13c","13c","value_number","NA"
"363","ISCNTemplate","fraction","rc_lab","radiocarbon_lab","value_string","NA"
"364","ISCNTemplate","fraction","rc_lab_number","radiocarbon_lab_number","value_number","NA"
"365","ISCNTemplate","fraction","rc_year","radiocarbon_lab_year","value_number","NA"
"366","ISCNTemplate","fraction","14c","14c","value_number","NA"
"367","ISCNTemplate","fraction","14c_sigma","14c","sigma","NA"
"368","ISCNTemplate","fraction","14c_age","age","value_number","NA"
"369","ISCNTemplate","fraction","14c_age_sigma","age","sigma","NA"
"370","ISCNTemplate","fraction","fraction_modern","fraction_modern","value_string","NA"
"371","ISCNTemplate","fraction","fraction_modern_sigma","fraction_modern","sigma","NA"
"372","ISCNTemplate","gas","site_name","site_name","id","NA"
"373","ISCNTemplate","gas","cluster_name","cluster_name","id","NA"
"374","ISCNTemplate","gas","profile_name","profile_name","id","NA"
"375","ISCNTemplate","gas","layer_name","layer_name","id","NA"
"376","ISCNTemplate","gas","gas_name","gas_name","id","NA"
"377","ISCNTemplate","gas","rc_lab","radiocarbon_lab","value_string","NA"
"378","ISCNTemplate","gas","rc_lab_number","radiocarbon_lab_number","note","NA"
"379","ISCNTemplate","gas","rc_year","radiocarbon_lab_year","value_date","NA"
"380","ISCNTemplate","gas","labeled_addition","labeled_addition","value_string","NA"
"381","ISCNTemplate","gas","gas_number","gas_number","value_string","NA"
"382","ISCNTemplate","gas","gas_type","gas_type","value_string","NA"
"383","ISCNTemplate","gas","gas_note","gas_note","note","NA"
"384","ISCNTemplate","gas","gas_time_series","gas_time_series","value_string","NA"
"385","ISCNTemplate","gas","c_method","CH4_concentration","method","NA"
"386","ISCNTemplate","gas","c_method","CO2_concentration","method","NA"
"387","ISCNTemplate","gas","collection_method","collection_method","method","NA"
"388","ISCNTemplate","gas","collection_loc","field_or_incubation","method","NA"
"389","ISCNTemplate","gas","15n","15n","value_number","NA"
"390","ISCNTemplate","gas","c_conc_CO2","CO2_concentration","value_number","NA"
"391","ISCNTemplate","gas","13c_CO2","13c_CO2","value_number","NA"
"392","ISCNTemplate","gas","14c_CO2","14c_CO2","value_number","NA"
"393","ISCNTemplate","gas","14c_CO2_sigma","14c_CO2","sigma","NA"
"394","ISCNTemplate","gas","14c_age_CO2","14c_age_CO2","value_number","NA"
"395","ISCNTemplate","gas","14c_age_CO2_sigma","14c_age_CO2","sigma","NA"
"396","ISCNTemplate","gas","fraction_modern_CO2","fraction_modern_CO2","value_number","NA"
"397","ISCNTemplate","gas","fraction_modern_CO2_sigma","fraction_modern_CO2","sigma","NA"
"398","ISCNTemplate","gas","c_conc_CH4","CH4_concentration","value_number","NA"
"399","ISCNTemplate","gas","13c_CH4","13c_CH4","value_number","NA"
"400","ISCNTemplate","gas","14c_CH4","14c_CH4","value_number","NA"
"401","ISCNTemplate","gas","14c_CH4_sigma","14c_CH4","sigma","NA"
"402","ISCNTemplate","gas","14c_age_CH4","14c_age_CH4","value_number","NA"
"403","ISCNTemplate","gas","14c_age_CH4_sigma","14c_age_CH4","sigma","NA"
"404","ISCNTemplate","gas","fraction_modern_CH4","fraction_modern_CH4","value_number","NA"
"405","ISCNTemplate","gas","fraction_modern_CH4_sigma","fraction_modern_CH4","sigma","NA"
"406","ISCNTemplate","other","site_name","site_name","id","NA"
"407","ISCNTemplate","other","cluster_name","cluster_name","id","NA"
"408","ISCNTemplate","other","profile_name","profile_name","id","NA"
"409","ISCNTemplate","other","layer_name","layer_name","id","NA"
"410","ISCNTemplate","other","other_name","other_name","id","NA"
"411","ISCNTemplate","other","labeled_addition","labeled_addition","value_string","NA"
"412","ISCNTemplate","other","other_number","other_number","value_string","NA"
"413","ISCNTemplate","other","other_type","other_type","value_string","NA"
"414","ISCNTemplate","other","other_note","other_note","note","NA"
"415","ISCNTemplate","other","collection_method","collection_method","method","NA"
"416","ISCNTemplate","other","c_method","total_carbon","method","NA"
"417","ISCNTemplate","other","c_method","carbon_organic","method","NA"
"418","ISCNTemplate","other","processing_method","processing_method","method","NA"
"419","ISCNTemplate","other","oc","carbon_organic","value_number","NA"
"420","ISCNTemplate","other","c_method","carbon_organic","method","NA"
"421","ISCNTemplate","other","c_tot","total_carbon","value_number","NA"
"422","ISCNTemplate","other","c_method","total_carbon","method","NA"
"423","ISCNTemplate","other","n_tot","nitrogen_total","value_number","NA"
"424","ISCNTemplate","other","c_to_n","carbon_to_nitrogen","value_number","NA"
"425","ISCNTemplate","other","plant_species","vegetation_species","value_string","NA"
"426","ISCNTemplate","other","root_live_flag","root_live_flag","value_factor","NA"
"427","ISCNTemplate","other","root_quant_size","root_quant_size","value_string","???type"
"428","ISCNTemplate","other","compound_formula","compound_formula","value_string","NA"
"429","ISCNTemplate","other","compound","compound","value_string","NA"
"430","ISCNTemplate","other","15n","15n","value_number","NA"
"431","ISCNTemplate","other","13c","13c","value_number","NA"
"432","ISCNTemplate","other","rc_lab","radiocarbon_lab","value_string","NA"
"433","ISCNTemplate","other","rc_lab_number","radiocarbon_lab_number","note","NA"
"434","ISCNTemplate","other","rc_year","radiocarbon_lab_year","value_date","NA"
"435","ISCNTemplate","other","14c","14c","value_number","NA"
"436","ISCNTemplate","other","14c_sigma","14c","sigma","NA"
"437","ISCNTemplate","other","14c_age","14c_age","value_number","NA"
"438","ISCNTemplate","other","14c_age_sigma","14c_age","sigma","NA"
"439","ISCNTemplate","other","fraction_modern","fraction_modern","value_string","NA"
"440","ISCNTemplate","other","fraction_modern_sigma","fraction_modern","sigma","NA"
"441","ISCNTemplate","disturbance","site_name","site_name","id","NA"
"442","ISCNTemplate","disturbance","dist_clearcut_date","dist_clearcut_date","value_date","value_string?"
"443","ISCNTemplate","disturbance","dist_clearcut_removal_type","dist_clearcut_removal_type","value_string","NA"
"444","ISCNTemplate","disturbance","dist_clearcut_removal_perc","dist_clearcut_removal_perc","value_number","NA"
"445","ISCNTemplate","disturbance","dist_clearcut_date_qual","dist_clearcut_date_qual","value_date","NA"
"446","ISCNTemplate","disturbance","dist_clearcut_date_note","dist_clearcut_date_note","note","NA"
"447","ISCNTemplate","disturbance","dist_crop_residue_date","dist_crop_residue_date","value_date","NA"
"448","ISCNTemplate","disturbance","dist_crop_residue_type","dist_crop_residue_type","value_string","NA"
"449","ISCNTemplate","disturbance","dist_crop_residue_perc","dist_crop_residue_perc","value_number","NA"
"450","ISCNTemplate","disturbance","dist_crop_residue_date_qual","dist_crop_residue_date_qual","value_string","NA"
"451","ISCNTemplate","disturbance","dist_crop_residue_date_note","dist_crop_residue_date_note","note","NA"
"452","ISCNTemplate","disturbance","dist_fire_date","dist_fire_date","value_date","NA"
"453","ISCNTemplate","disturbance","dist_fire_severity","dist_fire_severity","value_string","NA"
"454","ISCNTemplate","disturbance","dist_fire_date_qual","dist_fire_date_qual","value_date","NA"
"455","ISCNTemplate","disturbance","dist_fire_date_note","dist_fire_date_note","note","NA"
"456","ISCNTemplate","disturbance","dist_fwd_removal_date","dist_fwd_removal_date","value_date","NA"
"457","ISCNTemplate","disturbance","dist_fwd_removal_perc","dist_fwd_removal_perc","value_number","NA"
"458","ISCNTemplate","disturbance","dist_fwd_removal_date_qual","dist_fwd_removal_date_qual","value_string","NA"
"459","ISCNTemplate","disturbance","dist_fwd_removal_date_note","dist_fwd_removal_date_note","note","NA"
"460","ISCNTemplate","disturbance","dist_general_date","dist_general_date","value_date","NA"
"461","ISCNTemplate","disturbance","dist_general_date_qual","dist_general_date_qual","value_date","NA"
"462","ISCNTemplate","disturbance","dist_general_date_note","dist_general_date_note","note","NA"
"463","ISCNTemplate","disturbance","dist_grazed_date","dist_grazed_date","value_date","NA"
"464","ISCNTemplate","disturbance","dist_grazed_spp","dist_grazed_spp","value_string","NA"
"465","ISCNTemplate","disturbance","dist_grazed_stocking","dist_grazed_stocking","value_number","rate?"
"466","ISCNTemplate","disturbance","dist_grazed_live_weight","dist_grazed_live_weight","value_number","weight?"
"467","ISCNTemplate","disturbance","dist_grazed_onplot","dist_grazed_onplot","value_number","NA"
"468","ISCNTemplate","disturbance","dist_grazed_daynight","dist_grazed_daynight","value_string","NA"
"469","ISCNTemplate","disturbance","dist_grazed_date_qual","dist_grazed_date_qual","value_date","NA"
"470","ISCNTemplate","disturbance","dist_grazed_date_note","dist_grazed_date_note","note","NA"
"471","ISCNTemplate","disturbance","dist_harvest_date","dist_harvest_date","value_date","NA"
"472","ISCNTemplate","disturbance","dist_harvest_residue_type","dist_harvest_residue_type","value_string","NA"
"473","ISCNTemplate","disturbance","dist_harvest_residue_perc","dist_harvest_residue_perc","value_number","NA"
"474","ISCNTemplate","disturbance","dist_harvest_spp","dist_harvest_spp","value_string","NA"
"475","ISCNTemplate","disturbance","dist_harvest_date_qual","dist_harvest_date_qual","value_string","NA"
"476","ISCNTemplate","disturbance","dist_harvest_date_note","dist_harvest_date_note","note","NA"
"477","ISCNTemplate","disturbance","dist_herbicide_date","dist_herbicide_date","value_date","NA"
"478","ISCNTemplate","disturbance","dist_herbicide_type","dist_herbicide_type","value_string","NA"
"479","ISCNTemplate","disturbance","dist_herbicide_kgha","dist_herbicide_kgha","value_number","NA"
"480","ISCNTemplate","disturbance","dist_herbicide_date_qual","dist_herbicide_date_qual","value_string","NA"
"481","ISCNTemplate","disturbance","dist_herbicide_date_note","dist_herbicide_date_note","note","NA"
"482","ISCNTemplate","disturbance","dist_insect_and_pathogen_date","dist_insect_and_pathogen_date","value_date","NA"
"483","ISCNTemplate","disturbance","dist_insect_and_pathogen_date_qual","dist_insect_and_pathogen_date_qual","value_date","NA"
"484","ISCNTemplate","disturbance","dist_insect_and_pathogen_date_note","dist_insect_and_pathogen_date_note","note","NA"
"485","ISCNTemplate","disturbance","dist_irrigation_date","dist_irrigation_date","value_date","NA"
"486","ISCNTemplate","disturbance","dist_irrigation_water","dist_irrigation_water","value_number","NA"
"487","ISCNTemplate","disturbance","dist_irrigation_drain_depth","dist_irrigation_drain_depth","value_number","NA"
"488","ISCNTemplate","disturbance","dist_irrigation_date_qual","dist_irrigation_date_qual","value_string","NA"
"489","ISCNTemplate","disturbance","dist_irrigation_date_note","dist_irrigation_date_note","note","NA"
"490","ISCNTemplate","disturbance","dist_liming_date","dist_liming_date","value_date","NA"
"491","ISCNTemplate","disturbance","dist_liming_kgha","dist_liming_kgha","value_number","NA"
"492","ISCNTemplate","disturbance","dist_liming_date_qual","dist_liming_date_qual","value_date","NA"
"493","ISCNTemplate","disturbance","dist_liming_date_note","dist_liming_date_note","note","NA"
"494","ISCNTemplate","disturbance","dist_m_fertilization_date","dist_m_fertilization_date","value_date","NA"
"495","ISCNTemplate","disturbance","dist_m_fertilization_type","dist_m_fertilization_type","value_string","NA"
"496","ISCNTemplate","disturbance","dist_m_fertilization_kgha","dist_m_fertilization_kgha","value_number","NA"
"497","ISCNTemplate","disturbance","dist_m_fertilization_form","dist_m_fertilization_form","value_string","NA"
"498","ISCNTemplate","disturbance","dist_m_fertilization_method","dist_m_fertilization_method","method","NA"
"499","ISCNTemplate","disturbance","dist_m_fertilization_date_qual","dist_m_fertilization_date_qual","value_string","NA"
"500","ISCNTemplate","disturbance","dist_m_fertilization_date_note","dist_m_fertilization_date_note","note","NA"
"501","ISCNTemplate","disturbance","dist_natural_regeneration_date","dist_natural_regeneration_date","value_date","NA"
"502","ISCNTemplate","disturbance","dist_natural_regeneration_type","dist_natural_regeneration_type","value_string","NA"
"503","ISCNTemplate","disturbance","dist_natural_regeneration_date_qual","dist_natural_regeneration_date_qual","value_date","NA"
"504","ISCNTemplate","disturbance","dist_natural_regeneration_date_note","dist_natural_regeneration_date_note","value_date","NA"
"505","ISCNTemplate","disturbance","dist_o_fertilization_date","dist_o_fertilization_date","value_date","NA"
"506","ISCNTemplate","disturbance","dist_o_fertilization_type","dist_o_fertilization_type","value_string","NA"
"507","ISCNTemplate","disturbance","dist_o_fertilization_kgha","dist_o_fertilization_kgha","value_number","NA"
"508","ISCNTemplate","disturbance","dist_o_fertilization_c","dist_o_fertilization_c","value_number","NA"
"509","ISCNTemplate","disturbance","dist_o_fertilization_n","dist_o_fertilization_n","value_number","NA"
"510","ISCNTemplate","disturbance","dist_o_fertilization_method","dist_o_fertilization_method","method","NA"
"511","ISCNTemplate","disturbance","dist_o_fertilization_date_qual","dist_o_fertilization_date_qual","value_date","NA"
"512","ISCNTemplate","disturbance","dist_o_fertilization_date_note","dist_o_fertilization_date_note","note","NA"
"513","ISCNTemplate","disturbance","dist_pesticide_date","dist_pesticide_date","value_date","NA"
"514","ISCNTemplate","disturbance","dist_pesticide_kgha","dist_pesticide_kgha","value_number","NA"
"515","ISCNTemplate","disturbance","dist_pesticide_type","dist_pesticide_type","value_string","NA"
"516","ISCNTemplate","disturbance","dist_pesticide_date_qual","dist_pesticide_date_qual","value_date","NA"
"517","ISCNTemplate","disturbance","dist_pesticide_date_note","dist_pesticide_date_note","value_date","NA"
"518","ISCNTemplate","disturbance","dist_planting_date","dist_planting_date","value_date","NA"
"519","ISCNTemplate","disturbance","dist_planting_seed","dist_planting_seed","value_number","NA"
"520","ISCNTemplate","disturbance","dist_planting_spp","dist_planting_spp","value_string","NA"
"521","ISCNTemplate","disturbance","dist_planting_date_qual","dist_planting_date_qual","value_date","NA"
"522","ISCNTemplate","disturbance","dist_planting_date_note","dist_planting_date_note","note","NA"
"523","ISCNTemplate","disturbance","dist_storm_date","dist_storm_date","value_date","NA"
"524","ISCNTemplate","disturbance","dist_storm_date_qual","dist_storm_date_qual","value_string","NA"
"525","ISCNTemplate","disturbance","dist_storm_date_note","dist_storm_date_note","note","NA"
"526","ISCNTemplate","disturbance","dist_thinning_date","dist_thinning_date","value_date","NA"
"527","ISCNTemplate","disturbance","dist_thinning_removal_type","dist_thinning_removal_type","value_string","NA"
"528","ISCNTemplate","disturbance","dist_thinning_perc","dist_thinning_perc","value_number","NA"
"529","ISCNTemplate","disturbance","dist_thinning_basal_area","dist_thinning_basal_area","?","NA"
"530","ISCNTemplate","disturbance","dist_thinning_date_qual","dist_thinning_date_qual","value_date","NA"
"531","ISCNTemplate","disturbance","dist_thinning_date_note","dist_thinning_date_note","note","NA"
"532","ISCNTemplate","disturbance","dist_tillage_date","dist_tillage_date","value_date","NA"
"533","ISCNTemplate","disturbance","dist_tillage_type","dist_tillage_type","value_string","NA"
"534","ISCNTemplate","disturbance","dist_tillage_depth","dist_tillage_depth","value_number","NA"
"535","ISCNTemplate","disturbance","dist_tillage_date_qual","dist_tillage_date_qual","value_date","NA"
"536","ISCNTemplate","disturbance","dist_tillage_date_note","dist_tillage_date_note","note","NA"
"537","ISCNTemplate","disturbance","dist_ungrazed_date","dist_ungrazed_date","value_date","NA"
"538","ISCNTemplate","disturbance","dist_ungrazed_duration","dist_ungrazed_duration","value_number","NA"
"539","ISCNTemplate","disturbance","dist_ungrazed_date_qual","dist_ungrazed_date_qual","value_date","NA"
"540","ISCNTemplate","disturbance","dist_ungrazed_date_note","dist_ungrazed_date_note","note","NA"
"541","ISCNTemplate","disturbance","dist_wildfire_date","dist_wildfire_date","value_date","NA"
"542","ISCNTemplate","disturbance","dist_wildfire_severity","dist_wildfire_severity","value_string","NA"
"543","ISCNTemplate","disturbance","dist_wildfire_date_qual","dist_wildfire_date_qual","value_date","NA"
"544","ISCNTemplate","disturbance","dist_wildfire_date_note","dist_wildfire_date_note","note","NA"
"545","ISCNTemplate","disturbance","dist_underburn_date","dist_underburn_date","value_date","NA"
"546","ISCNTemplate","disturbance","dist_underburn_perc","dist_underburn_perc","value_number","NA"
"547","ISCNTemplate","disturbance","dist_underburn_date_qual","dist_underburn_date_qual","value_date","NA"
"548","ISCNTemplate","disturbance","dist_underburn_date_note","dist_underburn_date_note","note","NA"
"549","ISCNTemplate","disturbance","dist_windthrow_date","dist_windthrow_date","value_date","NA"
"550","ISCNTemplate","disturbance","dist_windthrow_perc","dist_windthrow_perc","value_number","NA"
"551","ISCNTemplate","disturbance","dist_windthrow_date_qual","dist_windthrow_date_qual","value_date","NA"
"552","ISCNTemplate","disturbance","dist_windthrow_date_note","dist_windthrow_date_note","note","NA"
"553","ISCNTemplate","disturbance","dist_woody_encroachment_date","dist_woody_encroachment_date","value_date","NA"
"554","ISCNTemplate","disturbance","dist_woody_encroachment_date_qual","dist_woody_encroachment_date_qual","value_date","NA"
"555","ISCNTemplate","disturbance","dist_woody_encroachment_date_note","dist_woody_encroachment_date_note","note","NA"
"556","ISCNTemplate","cluster","site_name","site_name","id","NA"
"557","ISCNTemplate","cluster","soc","soil_organic_carbon","value_number","NA"
"558","ISCNTemplate","cluster","soc_type","soil_type","value_factor","NA"
"559","ISCNTemplate","cluster","soc_pcount","soil_organic_carbon_count","method","NA"
"560","ISCNTemplate","cluster","soc_depth","soil_organic_carbon_depth","value_number","NA"
"561","ISCNTemplate","cluster","soc_sigma","soil_organic_carbon","sigma","NA"
"562","ISCNTemplate","cluster","soc_method","soil_organic_carbon","method","NA"
